Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_address_ID
CA-2021-116288,2021-03-12,2021-03-17,Standard Class,1292
US-2021-133312,2021-11-25,2021-11-29,Standard Class,1293
US-2021-141943,2021-05-05,2021-05-09,Standard Class,1294
US-2021-136784,2021-04-30,2021-05-05,Standard Class,1295
CA-2018-150490,2018-08-05,2018-08-11,Standard Class,1296
CA-2020-113096,2020-09-02,2020-09-04,First Class,1297
CA-2021-116680,2021-09-04,2021-09-06,Second Class,1298
CA-2018-105249,2018-11-28,2018-11-28,Same Day,1299
CA-2019-168529,2019-10-08,2019-10-12,Standard Class,1300
CA-2021-117632,2021-05-12,2021-05-18,Standard Class,1301
CA-2019-146465,2019-11-20,2019-11-24,Standard Class,1302
US-2021-153948,2021-11-06,2021-11-06,Same Day,1303
CA-2021-105130,2021-11-21,2021-11-25,Standard Class,1304
CA-2018-100090,2018-07-08,2018-07-12,Standard Class,1305
US-2021-116652,2021-09-15,2021-09-19,Standard Class,1306
CA-2020-123358,2020-04-10,2020-04-17,Standard Class,1307
CA-2018-117464,2018-07-22,2018-07-24,Second Class,1308
CA-2020-109953,2020-07-14,2020-07-18,Standard Class,1309
CA-2018-157546,2018-07-20,2018-07-22,First Class,1310
CA-2020-153661,2020-01-30,2020-01-31,First Class,1311
CA-2018-115889,2018-11-02,2018-11-06,Standard Class,1312
CA-2020-112585,2020-07-30,2020-08-02,First Class,1313
CA-2020-144148,2020-07-31,2020-08-05,Standard Class,1314
CA-2018-109897,2018-08-12,2018-08-16,Standard Class,1315
CA-2020-149335,2020-07-25,2020-07-25,Same Day,1316
CA-2018-131387,2018-04-28,2018-04-30,First Class,1317
CA-2020-168557,2020-09-19,2020-09-23,Standard Class,1318
US-2018-163146,2018-05-16,2018-05-20,Standard Class,1319
US-2020-117387,2020-10-27,2020-10-31,Standard Class,1320
CA-2020-118500,2020-11-17,2020-11-18,First Class,1321
CA-2021-101665,2021-11-25,2021-12-01,Standard Class,1322
CA-2020-168830,2020-11-07,2020-11-13,Standard Class,1323
CA-2018-141838,2018-03-26,2018-03-31,Second Class,1324
CA-2018-113271,2018-07-09,2018-07-14,Standard Class,1325
CA-2018-145254,2018-07-23,2018-07-27,Standard Class,1326
CA-2018-138240,2018-10-09,2018-10-14,Standard Class,1327
CA-2019-130113,2019-12-27,2019-12-31,Standard Class,1328
CA-2021-122770,2021-12-13,2021-12-18,Standard Class,1329
CA-2021-125990,2021-10-19,2021-10-23,Standard Class,1330
CA-2020-116379,2020-11-07,2020-11-12,Standard Class,1331
CA-2021-142328,2021-12-07,2021-12-14,Standard Class,1332
US-2018-164406,2018-08-15,2018-08-19,Standard Class,1333
CA-2020-129630,2020-09-04,2020-09-04,Same Day,1334
CA-2021-164028,2021-11-24,2021-11-30,Standard Class,1335
CA-2021-163979,2021-12-28,2022-01-02,Second Class,1336
CA-2021-117457,2021-12-08,2021-12-12,Standard Class,1337
CA-2018-144666,2018-11-09,2018-11-11,Second Class,1338
CA-2020-136406,2020-04-15,2020-04-17,Second Class,1339
CA-2021-118731,2021-11-20,2021-11-22,Second Class,1340
CA-2020-116722,2020-11-11,2020-11-16,Standard Class,1340
CA-2018-132500,2018-09-08,2018-09-12,Standard Class,1341
CA-2020-110499,2020-04-07,2020-04-09,First Class,1342
CA-2019-144267,2019-08-21,2019-08-23,First Class,1343
CA-2018-156433,2018-09-20,2018-09-26,Standard Class,1344
US-2018-102071,2018-05-09,2018-05-15,Standard Class,1345
CA-2021-123701,2021-11-24,2021-11-27,First Class,1345
CA-2020-105760,2020-06-19,2020-06-20,First Class,1346
CA-2021-152142,2021-11-14,2021-11-19,Standard Class,1347
CA-2021-102834,2021-03-09,2021-03-13,Standard Class,1347
CA-2020-120859,2020-09-01,2020-09-04,First Class,1348
CA-2020-144855,2020-07-22,2020-07-24,Second Class,1349
CA-2021-106033,2021-10-15,2021-10-18,Second Class,1350
CA-2021-128160,2021-12-19,2021-12-24,Second Class,1351
CA-2021-116204,2021-02-11,2021-02-14,Second Class,1352
CA-2018-135699,2018-08-29,2018-08-29,Same Day,1353
CA-2021-131492,2021-10-19,2021-10-24,Second Class,1353
CA-2020-122728,2020-05-18,2020-05-24,Standard Class,1354
CA-2020-147585,2020-11-07,2020-11-12,Standard Class,1355
CA-2021-104003,2021-10-07,2021-10-13,Standard Class,1356
CA-2021-130841,2021-07-28,2021-08-01,Standard Class,1357
CA-2019-169201,2019-09-28,2019-10-01,First Class,1358
CA-2021-100748,2021-05-13,2021-05-20,Standard Class,1359
CA-2020-149482,2020-11-14,2020-11-19,Standard Class,1360
CA-2021-147942,2021-04-01,2021-04-05,Standard Class,1361
CA-2020-150343,2020-08-16,2020-08-20,Standard Class,1362
CA-2021-126536,2021-10-12,2021-10-14,First Class,1363
CA-2021-130148,2021-09-24,2021-09-28,Second Class,1363
CA-2020-130799,2020-11-11,2020-11-16,Second Class,1364
CA-2021-151183,2021-10-14,2021-10-19,Standard Class,1364
CA-2018-168592,2018-09-08,2018-09-14,Standard Class,1365
CA-2020-131289,2020-12-08,2020-12-14,Standard Class,1366
CA-2021-130764,2021-10-27,2021-10-28,First Class,1367
CA-2018-110786,2018-12-29,2019-01-02,Standard Class,1368
CA-2019-137750,2019-06-25,2019-06-30,Standard Class,1369
CA-2021-112725,2021-01-30,2021-02-06,Standard Class,1370
CA-2021-149881,2021-04-01,2021-04-03,First Class,1371
CA-2019-136735,2019-07-26,2019-08-02,Standard Class,1372
CA-2021-105410,2021-03-19,2021-03-22,First Class,1373
CA-2019-152891,2019-10-25,2019-10-30,Standard Class,1374
US-2019-146745,2019-09-03,2019-09-08,Standard Class,1375
CA-2018-103401,2018-11-21,2018-11-26,Standard Class,1376
CA-2021-150987,2021-04-08,2021-04-12,Standard Class,1377
CA-2021-159107,2021-06-24,2021-06-26,Second Class,1378
CA-2018-123323,2018-11-07,2018-11-12,Standard Class,1379
CA-2020-120005,2020-03-03,2020-03-03,Same Day,1380
CA-2021-167661,2021-10-05,2021-10-10,Standard Class,1381
CA-2021-107321,2021-08-31,2021-09-04,Standard Class,1382
CA-2021-131037,2021-08-22,2021-08-23,First Class,1383
CA-2021-144484,2021-09-11,2021-09-11,Same Day,1384
CA-2021-137876,2021-04-30,2021-05-05,Standard Class,1385
US-2020-147340,2020-09-24,2020-09-24,Same Day,1386
CA-2020-115224,2020-12-08,2020-12-11,Second Class,1387
US-2018-109456,2018-10-16,2018-10-17,Same Day,1388
CA-2021-108000,2021-01-12,2021-01-16,Standard Class,1389
CA-2018-131247,2018-03-30,2018-04-04,Standard Class,1390
CA-2018-111871,2018-03-18,2018-03-21,Second Class,1391
CA-2021-161102,2021-07-31,2021-08-03,First Class,1392
CA-2019-103716,2019-04-30,2019-05-06,Standard Class,1393
CA-2019-167255,2019-09-27,2019-09-29,Second Class,1394
CA-2020-157217,2020-07-19,2020-07-21,First Class,1395
CA-2020-138968,2020-03-15,2020-03-16,First Class,1396
CA-2018-154781,2018-11-21,2018-11-26,Standard Class,1397
CA-2019-127502,2019-12-10,2019-12-14,Standard Class,1398
US-2018-120313,2018-10-31,2018-11-02,Second Class,1399
CA-2020-152940,2020-11-10,2020-11-13,First Class,1400
CA-2019-158701,2019-01-05,2019-01-10,Standard Class,1401
CA-2021-158736,2021-12-18,2021-12-24,Standard Class,1402
CA-2018-159849,2018-09-19,2018-09-19,Same Day,1403
CA-2020-118311,2020-10-24,2020-10-28,Standard Class,1404
US-2020-112396,2020-02-09,2020-02-13,Standard Class,1405
CA-2020-139934,2020-12-18,2020-12-20,First Class,1406
CA-2018-128622,2018-11-15,2018-11-17,Second Class,1407
US-2021-139577,2021-10-01,2021-10-06,Standard Class,1408
CA-2018-144071,2018-12-08,2018-12-15,Standard Class,1409
CA-2018-128237,2018-03-25,2018-03-30,Standard Class,1410
CA-2019-164497,2019-11-28,2019-11-30,First Class,1411
CA-2021-130715,2021-09-16,2021-09-20,Standard Class,1412
CA-2018-155264,2018-10-19,2018-10-22,Second Class,1413
CA-2021-111738,2021-01-03,2021-01-07,Standard Class,1414
US-2021-104451,2021-05-08,2021-05-12,Second Class,1415
CA-2020-148747,2020-09-25,2020-09-27,First Class,1416
CA-2020-145583,2020-10-13,2020-10-19,Standard Class,1417
CA-2020-160941,2020-07-21,2020-07-26,Standard Class,1418
CA-2020-124527,2020-11-16,2020-11-17,First Class,1419
CA-2019-126466,2019-11-09,2019-11-13,Standard Class,1420
CA-2021-122945,2021-11-16,2021-11-22,Standard Class,1421
US-2018-103338,2018-03-11,2018-03-15,Standard Class,1422
CA-2019-167479,2019-03-14,2019-03-19,Standard Class,1423
CA-2019-110744,2019-09-07,2019-09-12,Standard Class,1424
CA-2018-157924,2018-10-11,2018-10-13,First Class,1424
CA-2020-141397,2020-06-20,2020-06-21,First Class,1425
CA-2021-166128,2021-04-11,2021-04-18,Standard Class,1426
CA-2021-103380,2021-11-21,2021-11-25,Standard Class,1427
CA-2021-101749,2021-10-03,2021-10-08,Standard Class,1428
CA-2019-161627,2019-07-06,2019-07-11,Standard Class,1429
CA-2020-136686,2020-12-12,2020-12-16,Standard Class,1430
CA-2021-136651,2021-04-23,2021-04-25,Second Class,1431
CA-2020-104633,2020-06-12,2020-06-16,Standard Class,1432
CA-2021-102820,2021-05-07,2021-05-11,Standard Class,1433
CA-2019-124919,2019-05-31,2019-06-02,First Class,1434
CA-2020-105585,2020-08-26,2020-08-27,First Class,1435
CA-2020-100965,2020-07-07,2020-07-11,Standard Class,1436
CA-2021-129378,2021-10-01,2021-10-02,First Class,1437
CA-2020-140207,2020-11-05,2020-11-10,Standard Class,1438
CA-2021-108070,2021-04-16,2021-04-20,Standard Class,1439
CA-2021-115175,2021-08-07,2021-08-12,Standard Class,1440
CA-2020-116561,2020-09-11,2020-09-17,Standard Class,1441
US-2020-113985,2020-12-02,2020-12-07,Standard Class,1442
CA-2020-123337,2020-09-16,2020-09-22,Standard Class,1442
CA-2021-104619,2021-01-24,2021-01-29,Standard Class,1442
CA-2018-133543,2018-12-22,2018-12-26,Standard Class,1443
CA-2019-134075,2019-12-12,2019-12-16,Standard Class,1444
US-2021-147998,2021-05-19,2021-05-24,Standard Class,1445
CA-2020-101651,2020-12-24,2020-12-30,Standard Class,1446
CA-2020-144092,2020-11-05,2020-11-07,Second Class,1447
CA-2018-158225,2018-09-22,2018-09-28,Standard Class,1448
CA-2018-103310,2018-05-10,2018-05-15,Standard Class,1449
CA-2019-131457,2019-10-31,2019-11-06,Standard Class,1450
CA-2019-164882,2019-10-31,2019-10-31,Same Day,1451
CA-2019-165057,2019-09-11,2019-09-15,Standard Class,1452
CA-2020-145898,2020-09-26,2020-09-26,Same Day,1453
CA-2021-108329,2021-12-09,2021-12-14,Standard Class,1454
CA-2021-160514,2021-11-12,2021-11-16,Standard Class,1455
CA-2020-110982,2020-06-05,2020-06-07,First Class,1456
CA-2018-109918,2018-09-07,2018-09-12,Second Class,1457
CA-2020-145625,2020-09-11,2020-09-17,Standard Class,1458
CA-2018-158540,2018-11-24,2018-11-26,First Class,1459
CA-2021-167150,2021-12-10,2021-12-17,Standard Class,1460
CA-2018-139857,2018-02-02,2018-02-06,Standard Class,1461
CA-2018-110527,2018-08-09,2018-08-16,Standard Class,1462
CA-2019-122371,2019-09-26,2019-10-01,Standard Class,1463
CA-2018-149244,2018-11-04,2018-11-08,Standard Class,1464
CA-2020-144729,2020-10-21,2020-10-25,Standard Class,1465
CA-2020-128594,2020-08-26,2020-08-29,First Class,1466
US-2020-167339,2020-01-21,2020-01-23,Second Class,1467
CA-2018-104780,2018-05-21,2018-05-25,Standard Class,1468
CA-2018-158372,2018-11-10,2018-11-16,Standard Class,1469
US-2018-133130,2018-09-27,2018-10-01,Standard Class,1470
US-2018-134733,2018-09-23,2018-09-28,Standard Class,1471
US-2018-117163,2018-01-27,2018-02-02,Standard Class,1472
CA-2021-123246,2021-10-17,2021-10-19,Second Class,1473
CA-2020-133795,2020-12-18,2020-12-24,Standard Class,1474
CA-2020-106656,2020-09-23,2020-09-26,First Class,1475
CA-2018-116673,2018-12-15,2018-12-19,Second Class,1476
CA-2020-125850,2020-01-22,2020-01-28,Standard Class,1477
US-2019-163279,2019-03-22,2019-03-26,Standard Class,1478
CA-2019-111780,2019-12-25,2019-12-30,Second Class,1479
CA-2021-100580,2021-08-13,2021-08-20,Standard Class,1480
CA-2020-146325,2020-12-14,2020-12-17,First Class,1481
US-2021-105998,2021-11-03,2021-11-05,First Class,1482
CA-2020-100993,2020-02-05,2020-02-10,Standard Class,1483
CA-2018-105648,2018-03-03,2018-03-07,Standard Class,1484
CA-2020-158260,2020-11-04,2020-11-08,Standard Class,1485
CA-2019-111038,2019-12-01,2019-12-06,Standard Class,1486
CA-2018-132913,2018-12-24,2018-12-26,First Class,1487
CA-2019-157805,2019-08-31,2019-09-04,Standard Class,1488
CA-2020-100300,2020-06-24,2020-06-26,Second Class,1489
CA-2021-116498,2021-05-30,2021-06-03,Standard Class,1490
CA-2021-131303,2021-11-28,2021-12-02,Standard Class,1491
CA-2018-134677,2018-10-06,2018-10-10,Standard Class,1492
CA-2018-131450,2018-08-08,2018-08-15,Standard Class,1493
CA-2018-107181,2018-02-04,2018-02-08,Standard Class,1494
CA-2020-159345,2020-06-17,2020-06-22,Standard Class,1495
CA-2021-126865,2021-12-05,2021-12-07,Second Class,1496
CA-2019-117611,2019-11-08,2019-11-10,Second Class,1497
CA-2020-154053,2020-03-04,2020-03-10,Standard Class,1498
CA-2021-169859,2021-12-14,2021-12-18,Standard Class,1499
CA-2018-106264,2018-12-26,2018-12-30,Standard Class,1500
CA-2020-130680,2020-06-24,2020-06-29,Standard Class,1501
CA-2020-148740,2020-11-15,2020-11-19,Standard Class,1502
CA-2018-154893,2018-12-21,2018-12-27,Standard Class,1503
CA-2018-169852,2018-10-21,2018-10-26,Standard Class,1504
CA-2019-153794,2019-09-11,2019-09-16,Standard Class,1505
CA-2021-145429,2021-07-21,2021-07-25,Standard Class,1506
CA-2020-164399,2020-11-12,2020-11-15,First Class,1507
CA-2019-152513,2019-07-04,2019-07-08,Second Class,1508
CA-2020-155446,2020-12-16,2020-12-23,Standard Class,1509
CA-2018-126480,2018-09-20,2018-09-24,Standard Class,1510
CA-2019-136420,2019-11-20,2019-11-21,First Class,1511
CA-2018-124429,2018-05-27,2018-05-27,Same Day,1512
CA-2021-105809,2021-02-20,2021-02-23,First Class,1513
CA-2021-115364,2021-06-26,2021-07-02,Standard Class,1514
CA-2019-143490,2019-12-06,2019-12-13,Standard Class,1515
CA-2019-101707,2019-08-27,2019-09-01,Standard Class,1516
CA-2019-130785,2019-09-05,2019-09-09,Standard Class,1517
CA-2019-104493,2019-10-02,2019-10-08,Standard Class,1518
CA-2020-117849,2020-04-15,2020-04-17,Second Class,1519
CA-2019-145065,2019-12-12,2019-12-15,First Class,1520
CA-2021-137022,2021-11-16,2021-11-22,Standard Class,1521
CA-2020-137673,2020-09-05,2020-09-10,Standard Class,1522
CA-2019-156440,2019-12-05,2019-12-09,Standard Class,1523
CA-2019-132486,2019-10-23,2019-10-27,Second Class,1524
US-2021-155999,2021-08-07,2021-08-13,Standard Class,1525
CA-2019-154200,2019-06-18,2019-06-22,Standard Class,1526
US-2019-103996,2019-03-29,2019-03-31,Second Class,1527
CA-2020-109925,2020-11-06,2020-11-10,Second Class,1528
CA-2019-146696,2019-12-14,2019-12-19,Standard Class,1529
CA-2018-132451,2018-09-26,2018-09-27,First Class,1530
CA-2021-105487,2021-10-08,2021-10-14,Standard Class,1531
CA-2019-101154,2019-09-18,2019-09-21,First Class,1532
CA-2019-111206,2019-07-18,2019-07-22,Standard Class,1533
CA-2019-126725,2019-11-17,2019-11-21,Standard Class,1534
CA-2020-133935,2020-09-18,2020-09-22,Standard Class,1535
CA-2018-141726,2018-07-20,2018-07-22,First Class,1536
CA-2021-119494,2021-11-09,2021-11-13,Standard Class,1537
CA-2019-120446,2019-11-16,2019-11-18,First Class,1538
CA-2021-157196,2021-11-05,2021-11-09,Standard Class,1539
CA-2019-137302,2019-04-26,2019-05-01,Standard Class,1540
CA-2020-103464,2020-11-18,2020-11-22,Standard Class,1541
CA-2019-168207,2019-11-02,2019-11-06,Standard Class,1542
CA-2021-136623,2021-07-11,2021-07-16,Standard Class,1543
CA-2021-128076,2021-02-02,2021-02-07,Standard Class,1544
CA-2019-155040,2019-11-10,2019-11-15,Standard Class,1545
CA-2018-164721,2018-11-25,2018-11-27,Second Class,1546
CA-2021-122504,2021-11-07,2021-11-12,Second Class,1547
US-2021-149006,2021-12-06,2021-12-08,Second Class,1548
CA-2018-102330,2018-12-29,2019-01-03,Standard Class,1549
CA-2021-166093,2021-08-17,2021-08-24,Standard Class,1550
CA-2021-118136,2021-09-16,2021-09-17,First Class,1551
CA-2021-148264,2021-12-08,2021-12-09,First Class,1552
CA-2021-161956,2021-08-27,2021-08-29,Second Class,1553
CA-2021-154116,2021-12-15,2021-12-19,Standard Class,1554
CA-2018-156601,2018-09-19,2018-09-24,Standard Class,1555
CA-2019-149713,2019-09-18,2019-09-22,Second Class,1556
CA-2019-142027,2019-04-09,2019-04-14,Standard Class,1557
CA-2021-149559,2021-09-11,2021-09-12,Same Day,1558
CA-2019-105725,2019-02-18,2019-02-24,Standard Class,1559
CA-2020-147123,2020-12-10,2020-12-12,First Class,1560
US-2018-134187,2018-11-04,2018-11-11,Standard Class,1561
CA-2021-101322,2021-12-28,2021-12-31,First Class,1562
CA-2019-139164,2019-06-23,2019-06-28,Standard Class,1563
US-2021-123862,2021-01-07,2021-01-09,Second Class,1564
US-2020-125402,2020-09-25,2020-10-01,Standard Class,1565
CA-2020-162138,2020-04-23,2020-04-27,Standard Class,1566
US-2020-146794,2020-09-26,2020-10-01,Standard Class,1567
CA-2021-135076,2021-04-13,2021-04-17,Standard Class,1568
CA-2021-122105,2021-06-24,2021-06-28,Standard Class,1569
CA-2018-157623,2018-03-14,2018-03-18,Standard Class,1570
CA-2018-160066,2018-11-16,2018-11-22,Standard Class,1571
US-2021-135013,2021-07-24,2021-07-24,Same Day,1572
CA-2020-124583,2020-09-01,2020-09-03,Second Class,1573
US-2018-110674,2018-02-12,2018-02-18,Standard Class,1574
CA-2018-141607,2018-12-12,2018-12-17,Standard Class,1575
US-2021-153255,2021-09-03,2021-09-07,Second Class,1576
CA-2018-150581,2018-04-08,2018-04-12,Standard Class,1577
CA-2021-118724,2021-07-21,2021-07-25,Second Class,1578
CA-2020-108630,2020-11-18,2020-11-18,Same Day,1579
CA-2020-126158,2020-07-25,2020-07-31,Standard Class,1580
CA-2021-115994,2021-01-28,2021-01-31,Second Class,1581
CA-2021-144827,2021-12-21,2021-12-27,Standard Class,1582
CA-2019-114048,2019-12-14,2019-12-18,Standard Class,1583
CA-2021-121258,2021-02-26,2021-03-03,Standard Class,1584
CA-2021-100650,2021-06-29,2021-07-03,Second Class,1585
CA-2020-100202,2020-12-31,2021-01-05,Standard Class,1586
CA-2021-104080,2021-03-08,2021-03-15,Standard Class,1587
CA-2021-120936,2021-12-17,2021-12-21,Standard Class,1588
CA-2021-146626,2021-12-29,2022-01-05,Standard Class,1589
CA-2020-128223,2020-06-14,2020-06-14,Same Day,1590
CA-2020-165330,2020-12-11,2020-12-11,Same Day,1591
US-2019-129007,2019-09-13,2019-09-15,First Class,1592
CA-2018-143371,2018-12-28,2019-01-03,Standard Class,1593
CA-2020-115917,2020-05-20,2020-05-25,Standard Class,1594
US-2018-157021,2018-04-01,2018-04-06,Second Class,1595
CA-2018-153479,2018-10-04,2018-10-08,Standard Class,1596
CA-2021-167913,2021-07-30,2021-08-03,Second Class,1597
CA-2018-115161,2018-01-31,2018-02-02,First Class,1598
US-2020-123610,2020-05-12,2020-05-16,Standard Class,1599
CA-2021-129567,2021-03-17,2021-03-21,Second Class,1600
CA-2019-154620,2019-12-12,2019-12-16,Standard Class,1601
CA-2020-113516,2020-09-08,2020-09-10,Second Class,1602
CA-2019-149993,2019-03-19,2019-03-20,First Class,1603
CA-2019-101910,2019-11-27,2019-12-03,Standard Class,1604
CA-2021-143686,2021-05-14,2021-05-14,Same Day,1605
CA-2020-153101,2020-09-08,2020-09-08,Same Day,1605
CA-2019-154340,2019-11-29,2019-11-30,First Class,1606
CA-2020-148852,2020-05-26,2020-05-31,Standard Class,1607
CA-2021-147410,2021-09-04,2021-09-08,Standard Class,1608
US-2020-131058,2020-12-27,2020-12-31,Standard Class,1609
CA-2021-117009,2021-09-22,2021-09-28,Standard Class,1610
CA-2021-166898,2021-09-11,2021-09-13,Second Class,1611
CA-2020-152534,2020-06-20,2020-06-25,Second Class,1612
US-2019-164448,2019-10-31,2019-11-04,Second Class,1613
CA-2021-124576,2021-08-01,2021-08-04,Second Class,1614
CA-2021-141201,2021-12-09,2021-12-11,Second Class,1615
CA-2019-148250,2019-12-13,2019-12-17,Standard Class,1616
CA-2020-112340,2020-10-21,2020-10-27,Standard Class,1617
CA-2020-138933,2020-04-24,2020-04-27,First Class,1618
CA-2020-102792,2020-12-13,2020-12-19,Standard Class,1619
CA-2021-162096,2021-11-10,2021-11-10,Same Day,1620
CA-2020-155978,2020-08-01,2020-08-01,Same Day,1621
CA-2018-127866,2018-07-20,2018-07-23,First Class,1622
CA-2020-119123,2020-03-13,2020-03-18,Standard Class,1623
US-2019-120957,2019-12-07,2019-12-07,Same Day,1624
CA-2020-142958,2020-12-13,2020-12-20,Standard Class,1625
CA-2021-107517,2021-02-05,2021-02-09,Standard Class,1626
CA-2019-112571,2019-09-22,2019-09-22,Same Day,1627
CA-2021-137428,2021-12-16,2021-12-21,Second Class,1628
US-2021-141852,2021-11-09,2021-11-14,Standard Class,1629
CA-2020-164896,2020-11-07,2020-11-12,Standard Class,1630
CA-2021-107853,2021-05-26,2021-05-31,Standard Class,1631
CA-2019-126445,2019-08-27,2019-08-31,Standard Class,1632
CA-2020-166163,2020-08-15,2020-08-20,Second Class,1633
CA-2021-138380,2021-12-21,2021-12-25,Standard Class,1634
CA-2021-168837,2021-10-14,2021-10-17,First Class,1635
CA-2020-101938,2020-01-07,2020-01-12,Standard Class,1636
CA-2018-114433,2018-05-13,2018-05-17,Standard Class,1637
US-2021-109253,2021-08-21,2021-08-22,First Class,1638
CA-2019-124058,2019-11-20,2019-11-24,Standard Class,1639
CA-2018-113320,2018-12-12,2018-12-15,Second Class,1640
CA-2019-142454,2019-08-15,2019-08-19,Standard Class,1641
CA-2021-102379,2021-12-02,2021-12-06,Standard Class,1642
CA-2019-149650,2019-10-24,2019-10-27,First Class,1643
CA-2021-137582,2021-09-04,2021-09-08,Standard Class,1644
CA-2020-138233,2020-11-09,2020-11-14,Standard Class,1645
CA-2021-140585,2021-12-18,2021-12-23,Second Class,1646
CA-2020-160500,2020-05-05,2020-05-08,First Class,1647
US-2020-114776,2020-12-06,2020-12-07,First Class,1648
CA-2018-126522,2018-09-01,2018-09-05,Second Class,1649
CA-2021-108091,2021-11-16,2021-11-21,Standard Class,1650
CA-2018-104808,2018-02-04,2018-02-08,Second Class,1651
CA-2018-168494,2018-12-12,2018-12-14,Second Class,1652
US-2021-111241,2021-08-20,2021-08-22,Second Class,1653
CA-2018-141901,2018-08-09,2018-08-14,Standard Class,1653
US-2021-117534,2021-03-25,2021-03-26,First Class,1654
CA-2020-108882,2020-01-09,2020-01-15,Standard Class,1655
CA-2021-100601,2021-11-16,2021-11-20,Standard Class,1656
CA-2021-124436,2021-03-19,2021-03-22,Second Class,1657
CA-2018-143637,2018-03-24,2018-03-29,Second Class,1658
CA-2020-163972,2020-10-17,2020-10-21,Standard Class,1659
CA-2021-124716,2021-03-27,2021-03-31,Standard Class,1660
CA-2018-141110,2018-11-26,2018-12-01,Standard Class,1661
CA-2021-115427,2021-12-30,2022-01-03,Standard Class,1662
US-2021-147886,2021-03-28,2021-03-31,First Class,1663
CA-2021-133249,2021-07-08,2021-07-11,First Class,1664
CA-2021-121468,2021-11-19,2021-11-20,First Class,1665
CA-2021-121048,2021-07-14,2021-07-18,Standard Class,1666
CA-2021-156776,2021-08-07,2021-08-11,Standard Class,1667
CA-2021-119914,2021-05-04,2021-05-09,Second Class,1668
CA-2021-100384,2021-06-24,2021-07-01,Standard Class,1669
CA-2019-133452,2019-04-13,2019-04-19,Standard Class,1670
CA-2018-152233,2018-10-05,2018-10-06,First Class,1671
CA-2019-148495,2019-08-13,2019-08-13,Same Day,1672
CA-2018-100860,2018-03-26,2018-03-30,Second Class,1673
CA-2021-124086,2021-02-10,2021-02-14,Standard Class,1674
CA-2021-161459,2021-11-25,2021-11-29,Second Class,1675
CA-2019-113110,2019-03-19,2019-03-23,Standard Class,1676
CA-2019-107020,2019-07-10,2019-07-14,Standard Class,1677
CA-2019-134082,2019-12-11,2019-12-17,Standard Class,1678
CA-2019-104948,2019-11-13,2019-11-17,Standard Class,1679
US-2021-110996,2021-11-20,2021-11-25,Standard Class,1680
CA-2019-139290,2019-10-26,2019-10-30,Standard Class,1681
CA-2018-130729,2018-10-24,2018-10-29,Standard Class,1682
US-2021-114034,2021-01-03,2021-01-08,Standard Class,1683
CA-2021-133487,2021-05-06,2021-05-09,Second Class,1684
CA-2020-130267,2020-09-19,2020-09-23,Standard Class,1685
CA-2021-107748,2021-12-10,2021-12-12,Second Class,1686
CA-2020-149503,2020-12-09,2020-12-12,First Class,1687
CA-2021-103968,2021-12-01,2021-12-07,Standard Class,1688
CA-2021-158246,2021-11-09,2021-11-11,First Class,1689
CA-2021-137463,2021-12-16,2021-12-20,Second Class,1690
CA-2021-166296,2021-03-13,2021-03-19,Standard Class,1691
CA-2018-140403,2018-10-10,2018-10-10,Same Day,1692
CA-2018-102295,2018-11-24,2018-11-26,Second Class,1693
CA-2019-168767,2019-04-10,2019-04-15,Standard Class,1694
CA-2020-111913,2020-08-04,2020-08-06,Second Class,1695
CA-2020-162348,2020-11-10,2020-11-15,Standard Class,1696
CA-2018-124247,2018-12-16,2018-12-21,Standard Class,1697
CA-2020-112578,2020-12-29,2021-01-02,Standard Class,1698
CA-2021-135909,2021-10-13,2021-10-20,Standard Class,1699
CA-2019-149517,2019-09-19,2019-09-23,Standard Class,1700
CA-2019-148628,2019-12-06,2019-12-11,Standard Class,1701
CA-2019-163440,2019-03-22,2019-03-24,First Class,1702
CA-2021-142643,2021-10-15,2021-10-20,Standard Class,1703
CA-2021-137001,2021-06-10,2021-06-13,Second Class,1704
CA-2021-159597,2021-11-09,2021-11-14,Standard Class,1705
CA-2019-143238,2019-09-06,2019-09-08,First Class,1706
CA-2018-154669,2018-08-08,2018-08-11,Second Class,1707
CA-2019-138534,2019-07-17,2019-07-19,Second Class,1708
CA-2020-103163,2020-06-07,2020-06-11,Standard Class,1709
CA-2021-123001,2021-09-02,2021-09-08,Standard Class,1710
CA-2020-124814,2020-04-10,2020-04-16,Standard Class,1711
CA-2019-141936,2019-08-07,2019-08-12,Standard Class,1712
CA-2021-140186,2021-09-29,2021-10-02,First Class,1713
CA-2021-135419,2021-11-03,2021-11-09,Standard Class,1714
CA-2020-137393,2020-05-06,2020-05-10,Standard Class,1715
CA-2018-154599,2018-04-12,2018-04-17,Standard Class,1716
CA-2020-151372,2020-09-05,2020-09-06,First Class,1717
CA-2018-128538,2018-10-11,2018-10-15,Standard Class,1718
CA-2021-101182,2021-09-04,2021-09-05,First Class,1719
CA-2021-142342,2021-07-17,2021-07-19,Second Class,1720
CA-2020-118332,2020-12-16,2020-12-23,Standard Class,1721
US-2021-146416,2021-10-20,2021-10-22,Second Class,1722
CA-2020-110086,2020-09-18,2020-09-22,Standard Class,1723
CA-2021-150189,2021-07-08,2021-07-10,First Class,1724
CA-2019-155145,2019-12-27,2019-12-29,Second Class,1725
