Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID
CA-2019-129854,2019-08-22,2019-08-26,Standard Class,RB-19705
CA-2018-125556,2018-11-14,2018-11-16,Second Class,ML-17410
CA-2020-162313,2020-11-27,2020-11-30,First Class,VB-21745
CA-2021-107874,2021-11-21,2021-11-25,Standard Class,SW-20275
CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505
CA-2018-151953,2018-09-20,2018-09-25,Standard Class,DB-13555
CA-2021-130841,2021-07-28,2021-08-01,Standard Class,MH-17620
CA-2019-131884,2019-12-06,2019-12-06,Same Day,DK-13375
CA-2021-121909,2021-07-31,2021-08-05,Standard Class,EA-14035
CA-2020-106383,2020-03-19,2020-03-21,Second Class,BT-11440
CA-2021-130771,2021-07-29,2021-08-03,Standard Class,LA-16780
CA-2020-139157,2020-10-01,2020-10-05,Standard Class,GM-14680
CA-2018-128055,2018-03-31,2018-04-05,Standard Class,AA-10315
CA-2021-157091,2021-06-26,2021-07-01,Standard Class,DB-13405
CA-2021-132122,2021-07-09,2021-07-14,Standard Class,JH-15820
CA-2019-123232,2019-12-14,2019-12-16,Second Class,DJ-13630
CA-2019-145849,2019-09-15,2019-09-17,Second Class,CT-11995
CA-2020-122322,2020-07-15,2020-07-21,Standard Class,RH-19510
CA-2021-166849,2021-04-20,2021-04-26,Standard Class,SJ-20125
CA-2020-146633,2020-11-15,2020-11-17,Second Class,TG-21310
US-2020-126893,2020-11-26,2020-12-01,Standard Class,CT-11995
CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005
CA-2019-116092,2019-02-15,2019-02-18,Second Class,JM-16195
CA-2020-117849,2020-04-15,2020-04-17,Second Class,JK-16120
CA-2019-169201,2019-09-28,2019-10-01,First Class,HG-14965
CA-2020-164091,2020-09-17,2020-09-22,Standard Class,LA-16780
CA-2021-105214,2021-06-16,2021-06-19,First Class,TS-21610
CA-2019-117611,2019-11-08,2019-11-10,Second Class,MZ-17335
US-2019-137960,2019-12-18,2019-12-18,Same Day,MW-18220
CA-2021-122994,2021-02-06,2021-02-09,First Class,MV-17485
CA-2020-131065,2020-11-14,2020-11-16,Second Class,AA-10375
CA-2021-149146,2021-10-12,2021-10-12,Same Day,SM-20320
CA-2021-137470,2021-09-17,2021-09-17,Same Day,TP-21415
CA-2021-105480,2021-12-20,2021-12-26,Standard Class,DK-13225
CA-2021-164917,2021-12-02,2021-12-07,Standard Class,MK-17905
CA-2019-102036,2019-09-21,2019-09-27,Standard Class,CS-12130
CA-2019-142944,2019-03-06,2019-03-11,Standard Class,JL-15850
CA-2018-157882,2018-10-03,2018-10-08,Second Class,AR-10405
CA-2018-104283,2018-06-27,2018-07-01,Standard Class,LM-17065
CA-2021-142622,2021-10-30,2021-11-02,First Class,JK-15625
CA-2020-132143,2020-09-03,2020-09-05,First Class,FM-14215
CA-2019-153108,2019-03-05,2019-03-09,Standard Class,SF-20200
CA-2020-112676,2020-05-05,2020-05-08,First Class,PJ-18835
CA-2021-165687,2021-11-17,2021-11-23,Standard Class,CS-12355
US-2021-112928,2021-06-01,2021-06-05,Second Class,BB-10990
CA-2021-143343,2021-06-10,2021-06-13,First Class,BW-11200
CA-2021-115154,2021-01-08,2021-01-11,First Class,RS-19420
CA-2019-149342,2019-04-20,2019-04-25,Standard Class,TS-21160
CA-2019-130995,2019-11-01,2019-11-06,Standard Class,QJ-19255
CA-2021-127929,2021-12-23,2021-12-27,Standard Class,FM-14215
CA-2019-113145,2019-11-01,2019-11-05,Standard Class,VD-21670
CA-2018-162362,2018-11-14,2018-11-18,Standard Class,JL-15505
CA-2020-106558,2020-01-17,2020-01-21,Standard Class,DL-13495
CA-2021-157931,2021-09-17,2021-09-22,Second Class,MO-17800
CA-2020-115574,2020-12-23,2020-12-24,First Class,BP-11185
CA-2019-160794,2019-08-06,2019-08-08,First Class,MS-17980
CA-2021-116225,2021-11-05,2021-11-09,Standard Class,SV-20935
US-2021-120418,2021-06-11,2021-06-12,First Class,BC-11125
CA-2021-122035,2021-07-20,2021-07-25,Standard Class,EM-13825
CA-2019-117828,2019-12-23,2019-12-26,First Class,BD-11500
CA-2021-165491,2021-03-20,2021-03-24,Standard Class,HW-14935
CA-2019-109470,2019-12-31,2020-01-03,Second Class,KC-16255
CA-2019-105102,2019-09-15,2019-09-19,Second Class,BM-11575
CA-2021-138422,2021-09-23,2021-09-26,First Class,KN-16705
US-2019-147739,2019-12-25,2019-12-29,Standard Class,JD-16150
CA-2020-155187,2020-09-24,2020-09-26,Second Class,LA-16780
CA-2021-169285,2021-03-21,2021-03-25,Standard Class,RW-19690
CA-2018-140886,2018-09-30,2018-10-04,Standard Class,KW-16570
CA-2021-152695,2021-12-10,2021-12-10,Same Day,CC-12220
CA-2018-110639,2018-08-23,2018-08-23,Same Day,RH-19495
CA-2018-121727,2018-08-19,2018-08-24,Standard Class,JK-15625
CA-2020-137736,2020-11-10,2020-11-15,Standard Class,DC-13285
US-2018-143231,2018-12-31,2019-01-03,First Class,GM-14455
US-2018-155894,2018-07-26,2018-07-30,Second Class,CL-11890
CA-2020-119025,2020-02-22,2020-02-28,Standard Class,PV-18985
CA-2020-159373,2020-03-13,2020-03-18,Standard Class,LT-17110
CA-2021-109701,2021-12-02,2021-12-03,Same Day,AM-10360
CA-2019-111514,2019-08-31,2019-09-02,First Class,SC-20260
US-2018-148838,2018-03-17,2018-03-21,Standard Class,CP-12340
CA-2021-136497,2021-04-16,2021-04-20,Standard Class,RF-19840
US-2020-108637,2020-03-13,2020-03-18,Standard Class,AB-10060
CA-2018-102295,2018-11-24,2018-11-26,Second Class,EH-13990
CA-2021-123659,2021-02-10,2021-02-13,First Class,MN-17935
US-2020-129469,2020-09-23,2020-09-27,Standard Class,KL-16555
CA-2021-155152,2021-07-07,2021-07-09,Second Class,MP-17965
CA-2020-159940,2020-07-07,2020-07-11,Second Class,BF-11020
CA-2021-119669,2021-01-24,2021-01-30,Standard Class,TP-21130
US-2018-164616,2018-08-19,2018-08-21,Second Class,MS-17770
CA-2019-148628,2019-12-06,2019-12-11,Standard Class,KM-16375
CA-2020-118052,2020-05-06,2020-05-10,Standard Class,BE-11455
US-2021-117534,2021-03-25,2021-03-26,First Class,CV-12295
CA-2019-145065,2019-12-12,2019-12-15,First Class,DK-13375
US-2019-127040,2019-12-06,2019-12-10,Standard Class,SG-20605
CA-2020-128111,2020-03-17,2020-03-23,Standard Class,CS-12355
CA-2019-137897,2019-11-14,2019-11-19,Standard Class,PJ-18835
CA-2021-169264,2021-08-14,2021-08-16,Second Class,NP-18700
CA-2021-147361,2021-09-09,2021-09-15,Standard Class,SB-20290
CA-2021-145877,2021-04-01,2021-04-04,Second Class,AS-10090
US-2020-110170,2020-09-27,2020-10-03,Standard Class,HM-14860
CA-2021-108574,2021-10-07,2021-10-11,Standard Class,MG-18145
CA-2021-144589,2021-01-20,2021-01-25,Standard Class,TM-21010
CA-2021-155985,2021-03-23,2021-03-25,First Class,BE-11335
CA-2018-162684,2018-08-01,2018-08-06,Standard Class,AS-10630
CA-2019-142041,2019-06-07,2019-06-09,Second Class,EM-13810
CA-2018-151295,2018-11-12,2018-11-16,Standard Class,JA-15970
CA-2020-156300,2020-12-29,2021-01-02,Standard Class,TB-21595
CA-2019-146087,2019-07-06,2019-07-11,Standard Class,PP-18955
CA-2021-168655,2021-10-12,2021-10-18,Standard Class,ML-18040
CA-2020-107202,2020-05-21,2020-05-28,Standard Class,LC-16930
CA-2021-159597,2021-11-09,2021-11-14,Standard Class,MC-17590
CA-2020-155551,2020-04-18,2020-04-23,Standard Class,CR-12580
US-2021-147669,2021-12-25,2021-12-30,Standard Class,SV-20935
CA-2020-169922,2020-06-11,2020-06-17,Standard Class,MZ-17515
CA-2021-100748,2021-05-13,2021-05-20,Standard Class,RB-19795
CA-2021-129805,2021-12-28,2022-01-02,Standard Class,HM-14860
CA-2018-148586,2018-03-25,2018-04-01,Standard Class,AZ-10750
US-2021-112613,2021-05-28,2021-06-01,Standard Class,JH-15910
CA-2019-154746,2019-11-14,2019-11-17,First Class,PJ-18835
CA-2021-140053,2021-07-03,2021-07-10,Standard Class,CA-12265
CA-2018-164210,2018-11-18,2018-11-20,Second Class,PW-19240
CA-2021-139948,2021-07-17,2021-07-22,Standard Class,SW-20455
CA-2020-146934,2020-05-22,2020-05-27,Standard Class,AF-10870
CA-2019-100573,2019-09-25,2019-10-01,Standard Class,AM-10705
CA-2020-119165,2020-10-31,2020-11-06,Standard Class,BD-11320
CA-2019-128027,2019-09-14,2019-09-17,Second Class,CM-12385
CA-2020-140207,2020-11-05,2020-11-10,Standard Class,CS-12400
CA-2021-140949,2021-03-17,2021-03-22,Second Class,DB-13405
CA-2021-138548,2021-08-15,2021-08-21,Standard Class,JG-15160
CA-2019-142419,2019-07-11,2019-07-13,Second Class,SC-20380
CA-2021-148691,2021-12-03,2021-12-09,Standard Class,CS-12460
CA-2021-128755,2021-05-04,2021-05-08,Standard Class,MK-18160
US-2020-135923,2020-01-22,2020-01-28,Standard Class,CM-11935
CA-2020-114972,2020-11-03,2020-11-06,First Class,PF-19225
CA-2021-102750,2021-09-04,2021-09-08,Second Class,GM-14695
CA-2018-145212,2018-09-13,2018-09-19,Standard Class,DC-12850
CA-2021-141992,2021-06-19,2021-06-25,Standard Class,FO-14305
CA-2021-147956,2021-12-24,2021-12-31,Standard Class,AH-10210
CA-2021-126067,2021-08-28,2021-09-03,Standard Class,KN-16705
CA-2019-104514,2019-01-02,2019-01-04,Second Class,CB-12535
CA-2019-141040,2019-10-09,2019-10-13,Second Class,TB-21250
CA-2018-113579,2018-12-13,2018-12-15,Second Class,KD-16345
CA-2018-144624,2018-11-19,2018-11-23,Standard Class,JM-15865
CA-2020-146206,2020-09-10,2020-09-14,Second Class,KT-16480
CA-2018-136644,2018-06-16,2018-06-22,Standard Class,SC-20575
CA-2019-122371,2019-09-26,2019-10-01,Standard Class,BS-11800
CA-2020-126935,2020-05-19,2020-05-24,Standard Class,BT-11395
US-2021-133781,2021-06-22,2021-06-23,First Class,DC-12850
CA-2021-131618,2021-06-17,2021-06-20,First Class,LS-17200
CA-2020-149482,2020-11-14,2020-11-19,Standard Class,RR-19315
CA-2018-143917,2018-07-25,2018-07-27,Second Class,KL-16645
CA-2019-120397,2019-07-02,2019-07-02,Same Day,RB-19435
CA-2021-163902,2021-03-02,2021-03-08,Standard Class,MY-17380
CA-2020-136812,2020-11-18,2020-11-23,Standard Class,AW-10930
CA-2019-102722,2019-04-18,2019-04-19,First Class,KW-16570
CA-2021-155089,2021-12-02,2021-12-06,Standard Class,DB-12910
CA-2020-124506,2020-11-11,2020-11-17,Standard Class,BB-11545
CA-2018-106572,2018-09-05,2018-09-10,Standard Class,NP-18700
CA-2018-128888,2018-11-15,2018-11-22,Standard Class,PB-19105
CA-2021-123134,2021-05-02,2021-05-07,Standard Class,DW-13585
CA-2020-124352,2020-10-15,2020-10-21,Standard Class,CD-12790
CA-2019-124541,2019-04-06,2019-04-10,Standard Class,TT-21220
CA-2018-108707,2018-10-24,2018-10-29,Standard Class,DB-12910
CA-2018-111500,2018-08-17,2018-08-21,Standard Class,DJ-13510
US-2021-117723,2021-08-15,2021-08-18,Second Class,DL-13495
CA-2019-143238,2019-09-06,2019-09-08,First Class,LO-17170
CA-2019-168746,2019-01-27,2019-01-29,Second Class,SV-20365
CA-2019-113404,2019-07-16,2019-07-16,Same Day,EM-13810
CA-2020-144792,2020-04-30,2020-05-04,Standard Class,KD-16615
CA-2018-164385,2018-09-26,2018-10-01,Second Class,NB-18580
US-2020-114174,2020-09-08,2020-09-14,Standard Class,AP-10720
CA-2021-108070,2021-04-16,2021-04-20,Standard Class,JE-15745
US-2019-128090,2019-08-16,2019-08-22,Standard Class,JM-15865
CA-2021-101042,2021-11-19,2021-11-23,Standard Class,AB-10105
CA-2020-155439,2020-09-14,2020-09-18,Standard Class,PN-18775
CA-2020-118626,2020-08-15,2020-08-20,Standard Class,JC-15775
CA-2019-111458,2019-09-26,2019-09-30,Standard Class,PF-19165
US-2020-126844,2020-10-08,2020-10-14,Standard Class,BW-11110
US-2019-112508,2019-03-24,2019-03-30,Standard Class,BP-11185
CA-2019-147788,2019-05-31,2019-06-04,Standard Class,TM-21010
CA-2019-144288,2019-12-25,2019-12-31,Standard Class,MB-17305
CA-2019-110632,2019-03-17,2019-03-22,Second Class,HR-14830
CA-2021-109589,2021-12-21,2021-12-24,First Class,BD-11635
CA-2021-123967,2021-11-01,2021-11-03,Second Class,SF-20200
CA-2021-148929,2021-09-07,2021-09-11,Standard Class,SP-20620
CA-2021-134404,2021-12-27,2021-12-27,Same Day,DR-12880
CA-2021-109778,2021-07-16,2021-07-21,Standard Class,VM-21685
CA-2020-155845,2020-08-12,2020-08-15,Second Class,CM-12235
CA-2021-145128,2021-07-09,2021-07-14,Standard Class,SM-20320
CA-2018-129091,2018-11-22,2018-11-27,Standard Class,RA-19885
US-2018-155502,2018-01-26,2018-01-31,Standard Class,SD-20485
CA-2019-121041,2019-11-03,2019-11-10,Standard Class,CS-12250
CA-2021-131695,2021-06-30,2021-07-06,Standard Class,RA-19285
CA-2020-137729,2020-05-05,2020-05-09,Standard Class,BF-11005
US-2020-115455,2020-09-08,2020-09-14,Standard Class,SE-20110
CA-2021-128300,2021-11-24,2021-11-26,Second Class,RS-19765
CA-2021-149048,2021-05-13,2021-05-17,Standard Class,BM-11650
CA-2021-108553,2021-04-23,2021-04-29,Standard Class,SK-19990
CA-2020-165848,2020-06-04,2020-06-04,Same Day,EN-13780
CA-2018-112718,2018-12-16,2018-12-21,Standard Class,KN-16450
CA-2020-154053,2020-03-04,2020-03-10,Standard Class,MG-17890
CA-2018-127446,2018-11-25,2018-11-30,Standard Class,MC-17590
CA-2020-137204,2020-04-28,2020-05-05,Standard Class,BO-11350
CA-2018-147298,2018-04-26,2018-05-03,Standard Class,AG-10300
CA-2021-147942,2021-04-01,2021-04-05,Standard Class,MS-17365
CA-2021-115931,2021-12-22,2021-12-26,Standard Class,JM-15655
CA-2018-164861,2018-12-03,2018-12-06,Second Class,MC-17635
CA-2021-127180,2021-10-22,2021-10-24,First Class,TA-21385
US-2021-165344,2021-11-13,2021-11-15,First Class,SB-20290
US-2021-110604,2021-05-15,2021-05-20,Standard Class,JF-15295
CA-2019-116750,2019-07-05,2019-07-10,Second Class,BF-10975
CA-2019-162369,2019-08-15,2019-08-19,Standard Class,TT-21265
CA-2021-108441,2021-06-12,2021-06-18,Standard Class,SB-20170
CA-2019-169740,2019-02-20,2019-02-25,Standard Class,LM-17065
CA-2020-124051,2020-12-29,2020-12-30,First Class,KA-16525
CA-2020-149111,2020-04-17,2020-04-21,Second Class,BF-11170
CA-2018-131002,2018-09-07,2018-09-12,Second Class,TB-21400
US-2020-146794,2020-09-26,2020-10-01,Standard Class,SH-19975
CA-2021-112515,2021-09-17,2021-09-21,Second Class,AS-10225
CA-2020-150343,2020-08-16,2020-08-20,Standard Class,PK-19075
CA-2019-135538,2019-12-24,2019-12-28,Standard Class,HR-14830
CA-2021-123372,2021-11-28,2021-12-02,Standard Class,DG-13300
CA-2021-159604,2021-04-14,2021-04-15,First Class,CL-12700
CA-2020-164784,2020-05-01,2020-05-04,First Class,HF-14995
CA-2020-111794,2020-10-01,2020-10-01,Same Day,HG-15025
US-2019-139759,2019-08-25,2019-08-30,Standard Class,NL-18310
CA-2018-126403,2018-09-09,2018-09-12,Second Class,RR-19525
CA-2021-132185,2021-11-27,2021-12-02,Standard Class,DB-13615
US-2018-160780,2018-06-21,2018-06-21,Same Day,SV-20785
CA-2021-127026,2021-01-21,2021-01-27,Standard Class,MH-18115
CA-2021-137085,2021-06-29,2021-07-06,Standard Class,CT-11995
CA-2020-133123,2020-09-06,2020-09-11,Standard Class,KB-16315
US-2020-128195,2020-08-04,2020-08-05,First Class,RA-19285
CA-2019-153220,2019-11-12,2019-11-14,First Class,YC-21895
CA-2018-123064,2018-06-30,2018-07-02,First Class,RA-19915
CA-2021-156412,2021-12-04,2021-12-08,Standard Class,CM-12160
US-2020-144211,2020-08-28,2020-09-02,Standard Class,CS-12130
CA-2020-138079,2020-01-22,2020-01-28,Standard Class,AJ-10795
CA-2020-161662,2020-02-07,2020-02-09,First Class,BE-11410
CA-2018-145317,2018-03-18,2018-03-23,Standard Class,SM-20320
CA-2018-143413,2018-05-24,2018-05-30,Standard Class,RP-19390
CA-2021-156818,2021-07-11,2021-07-13,Second Class,JD-16015
CA-2021-155873,2021-06-16,2021-06-21,Standard Class,AB-10255
CA-2019-121797,2019-01-30,2019-02-06,Standard Class,CC-12145
US-2019-120572,2019-12-11,2019-12-15,Standard Class,GH-14425
CA-2021-132430,2021-10-09,2021-10-11,First Class,CP-12085
CA-2021-146031,2021-07-29,2021-08-01,Second Class,GM-14440
CA-2019-103723,2019-12-01,2019-12-06,Standard Class,BT-11305
CA-2018-127187,2018-12-04,2018-12-08,Standard Class,CP-12085
CA-2021-128475,2021-08-26,2021-09-01,Standard Class,SC-20680
CA-2018-100006,2018-09-07,2018-09-13,Standard Class,DK-13375
CA-2021-144827,2021-12-21,2021-12-27,Standard Class,SE-20110
CA-2018-110030,2018-12-06,2018-12-08,Second Class,LF-17185
CA-2018-121286,2018-11-04,2018-11-08,Second Class,ON-18715
CA-2020-164735,2020-04-14,2020-04-19,Second Class,TB-21400
CA-2018-153479,2018-10-04,2018-10-08,Standard Class,DF-13135
CA-2021-149888,2021-11-07,2021-11-13,Standard Class,EP-13915
CA-2021-119193,2021-12-22,2021-12-24,First Class,SK-19990
CA-2021-104801,2021-02-13,2021-02-19,Standard Class,FH-14350
CA-2018-107594,2018-07-02,2018-07-06,Standard Class,EH-13945
CA-2019-129770,2019-02-21,2019-02-23,Second Class,JE-15715
CA-2019-115798,2019-11-13,2019-11-19,Standard Class,KL-16645
CA-2021-122707,2021-04-16,2021-04-18,First Class,EB-13750
CA-2020-165015,2020-02-25,2020-02-27,Second Class,BD-11725
CA-2018-149244,2018-11-04,2018-11-08,Standard Class,MS-17530
CA-2019-140144,2019-06-20,2019-06-25,Second Class,SC-20770
CA-2021-163321,2021-08-07,2021-08-11,Second Class,FM-14380
CA-2018-155887,2018-05-12,2018-05-17,Standard Class,KT-16480
US-2019-165449,2019-11-22,2019-11-26,Standard Class,AP-10720
CA-2019-110247,2019-12-04,2019-12-08,Standard Class,RH-19555
US-2018-141257,2018-06-08,2018-06-14,Standard Class,CS-11950
CA-2018-154669,2018-08-08,2018-08-11,Second Class,TM-21010
CA-2018-158029,2018-05-26,2018-05-30,Standard Class,HF-14995
CA-2019-155306,2019-04-17,2019-04-21,Standard Class,GA-14515
CA-2020-127775,2020-06-11,2020-06-13,Second Class,ES-14020
CA-2020-146171,2020-03-11,2020-03-15,Standard Class,JP-16135
CA-2018-129574,2018-05-26,2018-05-29,First Class,Dp-13240
CA-2021-126536,2021-10-12,2021-10-14,First Class,NK-18490
CA-2021-165757,2021-06-22,2021-06-28,Standard Class,PL-18925
CA-2021-167752,2021-01-15,2021-01-18,First Class,RW-19690
US-2019-122140,2019-04-02,2019-04-07,Standard Class,MO-17950
CA-2020-163986,2020-09-03,2020-09-10,Standard Class,JJ-15445
CA-2021-158967,2021-12-10,2021-12-12,First Class,BT-11680
CA-2020-131576,2020-11-22,2020-11-26,Standard Class,RD-19585
CA-2021-143455,2021-11-11,2021-11-18,Standard Class,ML-17755
CA-2020-144729,2020-10-21,2020-10-25,Standard Class,JE-15745
CA-2019-127019,2019-12-21,2019-12-25,Standard Class,ER-13855
CA-2019-138534,2019-07-17,2019-07-19,Second Class,JM-15535
CA-2021-108322,2021-04-30,2021-05-05,Standard Class,SS-20140
CA-2021-167668,2021-05-06,2021-05-08,First Class,TC-21295
CA-2021-146724,2021-11-20,2021-11-27,Standard Class,HG-15025
CA-2020-139878,2020-11-11,2020-11-16,Standard Class,LD-17005
US-2020-106677,2020-11-05,2020-11-10,Standard Class,AS-10285
CA-2020-116974,2020-10-09,2020-10-15,Standard Class,MP-17965
CA-2019-149972,2019-09-21,2019-09-23,First Class,CD-12790
US-2018-117744,2018-12-02,2018-12-06,Standard Class,MD-17860
CA-2018-125514,2018-09-21,2018-09-22,First Class,BM-11650
CA-2018-154599,2018-04-12,2018-04-17,Standard Class,KN-16450
CA-2021-158743,2021-10-20,2021-10-27,Standard Class,IG-15085
CA-2020-153318,2020-10-25,2020-10-28,First Class,JS-15595
US-2019-110163,2019-11-01,2019-11-04,First Class,GA-14725
CA-2021-143329,2021-11-03,2021-11-08,Standard Class,DL-13330
CA-2019-159380,2019-05-12,2019-05-16,Standard Class,CS-12505
CA-2019-122623,2019-09-07,2019-09-11,Standard Class,CC-12145
CA-2019-148635,2019-07-25,2019-07-27,Second Class,MH-18025
CA-2019-135685,2019-11-16,2019-11-18,Second Class,MP-18175
CA-2019-104626,2019-09-01,2019-09-08,Standard Class,DR-12940
CA-2020-160500,2020-05-05,2020-05-08,First Class,DM-13015
CA-2020-100202,2020-12-31,2021-01-05,Standard Class,BD-11620
CA-2021-131016,2021-09-18,2021-09-20,First Class,DC-12850
US-2018-112914,2018-09-25,2018-09-30,Standard Class,MT-18070
CA-2020-124149,2020-04-23,2020-04-26,First Class,MJ-17740
CA-2018-148915,2018-11-01,2018-11-05,Standard Class,ND-18370
CA-2021-134649,2021-01-26,2021-01-31,Second Class,CA-11965
CA-2021-110842,2021-11-11,2021-11-16,Standard Class,GA-14725
CA-2020-147368,2020-06-09,2020-06-12,First Class,TC-21295
US-2019-104185,2019-09-03,2019-09-08,Second Class,JB-15400
US-2018-125521,2018-03-14,2018-03-19,Standard Class,CK-12325
US-2021-135062,2021-08-31,2021-09-04,Second Class,RL-19615
CA-2021-135650,2021-03-23,2021-03-27,Standard Class,AC-10660
CA-2021-112865,2021-05-18,2021-05-22,Standard Class,BH-11710
US-2020-162852,2020-12-27,2020-12-31,Standard Class,BG-11695
CA-2021-138163,2021-11-17,2021-11-20,First Class,XP-21865
CA-2021-152093,2021-09-10,2021-09-15,Standard Class,SN-20560
CA-2021-157854,2021-04-08,2021-04-15,Standard Class,DM-13345
CA-2020-123617,2020-11-28,2020-12-03,Standard Class,AJ-10780
US-2020-128293,2020-06-02,2020-06-05,First Class,KC-16255
CA-2021-107342,2021-12-17,2021-12-22,Standard Class,VF-21715
CA-2020-136371,2020-03-19,2020-03-21,Second Class,SV-20935
CA-2021-137344,2021-08-20,2021-08-20,Same Day,EM-13810
CA-2021-169810,2021-07-25,2021-07-31,Standard Class,RB-19360
CA-2020-128594,2020-08-26,2020-08-29,First Class,DJ-13510
CA-2020-154690,2020-08-15,2020-08-17,Second Class,CC-12370
CA-2021-138975,2021-05-19,2021-05-23,Standard Class,SC-20380
CA-2021-106537,2021-08-12,2021-08-17,Standard Class,RH-19495
US-2021-103828,2021-08-13,2021-08-13,Same Day,JK-15370
CA-2020-115588,2020-11-10,2020-11-12,Second Class,AF-10885
CA-2021-143861,2021-06-12,2021-06-19,Standard Class,LC-16885
CA-2018-148040,2018-03-22,2018-03-26,Standard Class,BF-11275
CA-2021-135167,2021-06-15,2021-06-20,Standard Class,SC-20800
CA-2021-137022,2021-11-16,2021-11-22,Standard Class,SW-20275
US-2021-102638,2021-12-29,2021-12-31,First Class,MC-17845
US-2020-167339,2020-01-21,2020-01-23,Second Class,TD-20995
CA-2020-152072,2020-01-15,2020-01-19,Standard Class,Dp-13240
CA-2020-102932,2020-09-19,2020-09-23,Second Class,SD-20485
CA-2018-165540,2018-02-21,2018-02-25,Standard Class,TM-21010
CA-2020-130799,2020-11-11,2020-11-16,Second Class,BK-11260
CA-2020-164483,2020-01-30,2020-02-03,Standard Class,JF-15490
US-2020-159856,2020-10-18,2020-10-22,Standard Class,EP-13915
CA-2021-102099,2021-12-18,2021-12-19,First Class,EP-13915
CA-2021-164049,2021-11-02,2021-11-06,Standard Class,KH-16630
CA-2018-142727,2018-04-29,2018-05-01,Second Class,HG-14845
CA-2021-139913,2021-10-23,2021-10-29,Standard Class,JC-16105
CA-2018-169033,2018-03-30,2018-04-03,Standard Class,KM-16720
US-2020-164630,2020-01-04,2020-01-09,Standard Class,EB-13975
US-2019-114839,2019-04-26,2019-04-30,Standard Class,PW-19240
CA-2019-166464,2019-09-12,2019-09-17,Standard Class,PG-18895
CA-2021-124898,2021-09-11,2021-09-15,Standard Class,DB-12910
CA-2020-164035,2020-06-12,2020-06-17,Standard Class,CR-12730
CA-2020-153577,2020-06-27,2020-07-01,Standard Class,KH-16330
CA-2018-127586,2018-09-26,2018-09-30,Standard Class,CS-12400
CA-2021-121615,2021-11-03,2021-11-09,Standard Class,DL-12925
CA-2021-166415,2021-02-19,2021-02-23,Standard Class,ME-17725
CA-2018-113929,2018-06-16,2018-06-21,Standard Class,CK-12205
CA-2019-134747,2019-10-12,2019-10-17,Second Class,DL-12925
CA-2021-155047,2021-08-27,2021-08-30,First Class,SE-20110
CA-2020-160129,2020-11-23,2020-11-23,Same Day,LS-17200
CA-2021-164329,2021-01-30,2021-01-30,Same Day,MM-17920
US-2019-141453,2019-11-30,2019-12-03,Second Class,DB-13270
CA-2018-156993,2018-06-28,2018-07-04,Standard Class,RW-19630
CA-2018-157721,2018-09-02,2018-09-05,First Class,JM-16195
CA-2021-128629,2021-07-10,2021-07-14,Second Class,BP-11155
CA-2021-158106,2021-06-04,2021-06-10,Standard Class,CT-11995
US-2021-120390,2021-10-19,2021-10-26,Standard Class,TH-21550
CA-2021-143434,2021-11-18,2021-11-24,Standard Class,ME-17320
CA-2019-168564,2019-08-08,2019-08-08,Same Day,TT-21220
US-2020-169040,2020-12-06,2020-12-12,Standard Class,GT-14710
CA-2021-155880,2021-03-25,2021-03-31,Standard Class,JD-16150
CA-2021-126242,2021-11-19,2021-11-24,Standard Class,MC-18100
CA-2020-166443,2020-11-04,2020-11-05,First Class,LH-17020
CA-2021-169859,2021-12-14,2021-12-18,Standard Class,MP-18175
CA-2021-134915,2021-11-12,2021-11-12,Same Day,EM-14140
CA-2020-153353,2020-08-18,2020-08-24,Standard Class,GG-14650
CA-2021-123638,2021-06-27,2021-07-04,Standard Class,MA-17995
CA-2021-168900,2021-05-04,2021-05-09,Standard Class,SH-20395
CA-2019-158456,2019-12-24,2019-12-29,Standard Class,KT-16465
CA-2021-143665,2021-04-26,2021-05-01,Standard Class,PO-19180
CA-2021-137428,2021-12-16,2021-12-21,Second Class,AY-10555
CA-2018-162866,2018-12-27,2018-12-31,Standard Class,Co-12640
CA-2021-167941,2021-11-06,2021-11-09,Second Class,JF-15565
CA-2021-111808,2021-12-16,2021-12-20,Standard Class,AR-10510
CA-2019-137512,2019-05-07,2019-05-12,Standard Class,AG-10675
CA-2021-139773,2021-12-04,2021-12-04,Same Day,DV-13045
CA-2021-134607,2021-10-03,2021-10-08,Second Class,HL-15040
CA-2018-109232,2018-01-13,2018-01-16,Second Class,ND-18370
CA-2019-139850,2019-06-12,2019-06-17,Standard Class,GB-14575
CA-2018-131310,2018-07-12,2018-07-18,Standard Class,CL-12565
US-2018-112872,2018-12-06,2018-12-11,Second Class,RC-19960
CA-2020-139269,2020-05-25,2020-05-30,Standard Class,JB-16045
CA-2020-139010,2020-02-21,2020-02-26,Second Class,MC-17635
CA-2020-134376,2020-10-02,2020-10-06,Standard Class,TT-21265
CA-2021-147291,2021-03-11,2021-03-17,Standard Class,MJ-17740
US-2018-150532,2018-07-14,2018-07-21,Standard Class,PB-19150
CA-2018-138317,2018-06-21,2018-06-25,Standard Class,NW-18400
CA-2019-130610,2019-07-05,2019-07-10,Standard Class,VP-21730
CA-2021-104381,2021-12-16,2021-12-23,Standard Class,RD-19810
CA-2020-131499,2020-09-08,2020-09-10,First Class,MG-17875
